RANK,TEAM,LEAGUE,AVG ANNUAL PAY £,AVG ANNUAL PAY $
"(LAST YEAR)",,,(AVG WEEKLY PAY),(AVG WEEKLY PAY)
345 (-),chicago Sky,WNBA,"£50,531 (£972)","$65,691 ($1,263)"
346 (331),St Johnstone,Scot Prem,"£47,992 (£923)","$62,389 ($1,200)"
347 (328),Motherwell,Scot Prem,"£42,662 (£820)","$55,461 ($1,067)"
348 (333),Hamilton,Scot Prem,"£41,488 (£798)","$53,934 ($1,037)"
RANK,TEAM,LEAGUE,AVG ANNUAL PAY £,AVG ANNUAL PAY $
"(LAST YEAR)",,,(AVG WEEKLY PAY),(AVG WEEKLY PAY)
255 (249),Orlando city,MLS,"£338,954 (£6,518)","$440,640 ($8,474)"
256 (244),Rangers,Scot Prem,"£329,600 (£6,338)","$428,480 ($8,240)"
257 (-),Guizhou Hengfeng zhicheng,cSL,"£323,623 (£6,224)","$420,710 ($8,091)"
258 (245),Seattle Sounders,MLS,"£317,112 (£6,098)","$412,246 ($7,928)"
259 (303),Guangzhou R&F,cSL,"£314,543 (£6,049)","$408,906 ($7,864)"
260 (267),Portland Timbers,MLS,"£308,380 (£5,930)","$400,894 ($7,710)"
261 (-),Troyes,Ligue 1,"£300,541 (£5,780)","$390,703 ($7,514)"
262 (272),Henan Jianye,cSL,"£296,490 (£5,702)","$385,437 ($7,412)"
263 (246),crotone,Serie A,"£292,575 (£5,626)","$380,347 ($7,314)"
264 (252),Urawa Red Diamonds,J.League,"£289,185 (£5,561)","$375,941 ($7,230)"
265 (261),chongqing Lifan,cSL,"£248,923 (£4,787)","$323,600 ($6,223)"
266 (255),colorado Rapids,MLS,"£237,888 (£4,575)","$309,255 ($5,947)"
267 (265),Vissel Kobe,J.League,"£236,037 (£4,539)","$306,848 ($5,901)"
268 (-),Atlanta United,MLS,"£223,518 (£4,298)","$290,573 ($5,588)"
269 (-),cerezo Osaka,J.League,"£212,654 (£4,090)","$276,450 ($5,316)"
270 (259),Fc Tokyo,J.League,"£211,752 (£4,072)","$275,277 ($5,294)"
271 (286),Real Salt Lake,MLS,"£211,378 (£4,065)","$274,791 ($5,284)"
272 (278),Kashima Antlers,J.League,"£206,362 (£3,969)","$268,271 ($5,159)"
273 (257),Gamba Osaka,J.League,"£199,736 (£3,841)","$259,657 ($4,993)"
274 (281),Sporting Kansas city,MLS,"£194,922 (£3,748)","$253,398 ($4,873)"
275 (282),Vancouver Whitecaps,MLS,"£194,216 (£3,735)","$252,480 ($4,855)"
276 (279),New England Revolution,MLS,"£193,984 (£3,730)","$252,179 ($4,850)"
277 (268),Kawasaki Frontale,J.League,"£191,776 (£3,688)","$249,309 ($4,794)"
278 (291),Gold coast,AFL,"£189,586 (£3,646)","$246,461 ($4,740)"
279 (285),New York Red Bulls,MLS,"£189,428 (£3,643)","$246,257 ($4,736)"
280 (301),Western Bulldogs,AFL,"£188,100 (£3,617)","$244,530 ($4,703)"
281 (270),San Jose Earthquakes,MLS,"£184,596 (£3,550)","$239,975 ($4,615)"
282 (262),Sanfrecce Hiroshima,J.League,"£183,350 (£3,526)","$238,355 ($4,584)"
283 (258),Yokohama F Marinos,J.League,"£183,099 (£3,521)","$238,028 ($4,577)"
284 (308),Fc Dallas,MLS,"£181,055 (£3,482)","$235,371 ($4,526)"
285 (293),Melbourne,AFL,"£180,971 (£3,480)","$235,263 ($4,524)"
286 (297),North Melbourne,AFL,"£180,971 (£3,480)","$235,263 ($4,524)"
287 (296),Liaoning Whowin,cSL,"£180,129 (£3,464)","$234,168 ($4,503)"
288 (276),Greater Western Sydney,AFL,"£179,964 (£3,461)","$233,954 ($4,499)"
289 (274),Sydney Swans,AFL,"£177,579 (£3,415)","$230,852 ($4,439)"
290 (283),Philadelphia Union,MLS,"£176,601 (£3,396)","$229,581 ($4,415)"
291 (280),Richmond,AFL,"£176,546 (£3,395)","$229,510 ($4,414)"
292 (266),collingwood,AFL,"£175,686 (£3,379)","$228,391 ($4,392)"
293 (295),Brisbane Lions,AFL,"£175,679 (£3,378)","$228,382 ($4,392)"
294 (271),Fremantle,AFL,"£174,271 (£3,351)","$226,553 ($4,357)"
295 (298),St Kilda,AFL,"£174,271 (£3,351)","$226,553 ($4,357)"
296 (273),Geelong,AFL,"£173,279 (£3,332)","$225,263 ($4,332)"
297 (288),columbus crew,MLS,"£173,014 (£3,327)","$224,918 ($4,325)"
298 (264),West coast Eagles,AFL,"£172,843 (£3,324)","$224,696 ($4,321)"
299 (277),carlton,AFL,"£172,821 (£3,323)","$224,668 ($4,321)"
300 (284),Adelaide crows,AFL,"£172,814 (£3,323)","$224,659 ($4,320)"
301 (292),Port Adelaide,AFL,"£172,814 (£3,323)","$224,659 ($4,320)"
302 (275),Essendon,AFL,"£172,154 (£3,311)","$223,800 ($4,304)"
